"Location","Target","Type","Unit","Bin_start_incl","Bin_end_notincl","Value"
"HHS Region 8","Season onset","Bin","week","40","41",0
"HHS Region 8","Season onset","Bin","week","41","42",0
"HHS Region 8","Season onset","Bin","week","42","43",0
"HHS Region 8","Season onset","Bin","week","43","44",0
"HHS Region 8","Season onset","Bin","week","44","45",0
"HHS Region 8","Season onset","Bin","week","45","46",0
"HHS Region 8","Season onset","Bin","week","46","47",0
"HHS Region 8","Season onset","Bin","week","47","48",0
"HHS Region 8","Season onset","Bin","week","48","49",0
"HHS Region 8","Season onset","Bin","week","49","50",0
"HHS Region 8","Season onset","Bin","week","50","51",0
"HHS Region 8","Season onset","Bin","week","51","52",1
"HHS Region 8","Season onset","Bin","week","52","53",0
"HHS Region 8","Season onset","Bin","week","1","2",0
"HHS Region 8","Season onset","Bin","week","2","3",0
"HHS Region 8","Season onset","Bin","week","3","4",0
"HHS Region 8","Season onset","Bin","week","4","5",0
"HHS Region 8","Season onset","Bin","week","5","6",0
"HHS Region 8","Season onset","Bin","week","6","7",0
"HHS Region 8","Season onset","Bin","week","7","8",0
"HHS Region 8","Season onset","Bin","week","8","9",0
"HHS Region 8","Season onset","Bin","week","9","10",0
"HHS Region 8","Season onset","Bin","week","10","11",0
"HHS Region 8","Season onset","Bin","week","11","12",0
"HHS Region 8","Season onset","Bin","week","12","13",0
"HHS Region 8","Season onset","Bin","week","13","14",0
"HHS Region 8","Season onset","Bin","week","14","15",0
"HHS Region 8","Season onset","Bin","week","15","16",0
"HHS Region 8","Season onset","Bin","week","16","17",0
"HHS Region 8","Season onset","Bin","week","17","18",0
"HHS Region 8","Season onset","Bin","week","18","19",0
"HHS Region 8","Season onset","Bin","week","19","20",0
"HHS Region 8","Season onset","Bin","week","20","21",0
"HHS Region 8","Season onset","Bin","week","none","none",0
"HHS Region 8","Season peak week","Point","week",NA,NA,7
"HHS Region 8","Season peak week","Bin","week","40","41",0
"HHS Region 8","Season peak week","Bin","week","41","42",0
"HHS Region 8","Season peak week","Bin","week","42","43",0
"HHS Region 8","Season peak week","Bin","week","43","44",0
"HHS Region 8","Season peak week","Bin","week","44","45",0
"HHS Region 8","Season peak week","Bin","week","45","46",0
"HHS Region 8","Season peak week","Bin","week","46","47",0
"HHS Region 8","Season peak week","Bin","week","47","48",0
"HHS Region 8","Season peak week","Bin","week","48","49",0
"HHS Region 8","Season peak week","Bin","week","49","50",0
"HHS Region 8","Season peak week","Bin","week","50","51",0
"HHS Region 8","Season peak week","Bin","week","51","52",0
"HHS Region 8","Season peak week","Bin","week","52","53",0
"HHS Region 8","Season peak week","Bin","week","1","2",0
"HHS Region 8","Season peak week","Bin","week","2","3",0
"HHS Region 8","Season peak week","Bin","week","3","4",0
"HHS Region 8","Season peak week","Bin","week","4","5",0
"HHS Region 8","Season peak week","Bin","week","5","6",0
"HHS Region 8","Season peak week","Bin","week","6","7",0
"HHS Region 8","Season peak week","Bin","week","7","8",0.842151417714119
"HHS Region 8","Season peak week","Bin","week","8","9",0
"HHS Region 8","Season peak week","Bin","week","9","10",0
"HHS Region 8","Season peak week","Bin","week","10","11",0
"HHS Region 8","Season peak week","Bin","week","11","12",0.025431160479392
"HHS Region 8","Season peak week","Bin","week","12","13",0.0157848582285881
"HHS Region 8","Season peak week","Bin","week","13","14",0.027087596219429
"HHS Region 8","Season peak week","Bin","week","14","15",0.0188054175192439
"HHS Region 8","Season peak week","Bin","week","15","16",0.0139335476956056
"HHS Region 8","Season peak week","Bin","week","16","17",0.0127642989379324
"HHS Region 8","Season peak week","Bin","week","17","18",0.00730780473545747
"HHS Region 8","Season peak week","Bin","week","18","19",0.019584916691026
"HHS Region 8","Season peak week","Bin","week","19","20",0.00798986651076684
"HHS Region 8","Season peak week","Bin","week","20","21",0.00915911526844003
"HHS Region 8","Season peak percentage","Point","percent",NA,NA,2.8
"HHS Region 8","Season peak percentage","Bin","percent","0","0.1",0
"HHS Region 8","Season peak percentage","Bin","percent","0.1","0.2",0
"HHS Region 8","Season peak percentage","Bin","percent","0.2","0.3",0
"HHS Region 8","Season peak percentage","Bin","percent","0.3","0.4",0
"HHS Region 8","Season peak percentage","Bin","percent","0.4","0.5",0
"HHS Region 8","Season peak percentage","Bin","percent","0.5","0.6",0
"HHS Region 8","Season peak percentage","Bin","percent","0.6","0.7",0
"HHS Region 8","Season peak percentage","Bin","percent","0.7","0.8",0
"HHS Region 8","Season peak percentage","Bin","percent","0.8","0.9",0
"HHS Region 8","Season peak percentage","Bin","percent","0.9","1",0
"HHS Region 8","Season peak percentage","Bin","percent","1","1.1",0
"HHS Region 8","Season peak percentage","Bin","percent","1.1","1.2",0
"HHS Region 8","Season peak percentage","Bin","percent","1.2","1.3",0
"HHS Region 8","Season peak percentage","Bin","percent","1.3","1.4",0
"HHS Region 8","Season peak percentage","Bin","percent","1.4","1.5",0
"HHS Region 8","Season peak percentage","Bin","percent","1.5","1.6",0
"HHS Region 8","Season peak percentage","Bin","percent","1.6","1.7",0
"HHS Region 8","Season peak percentage","Bin","percent","1.7","1.8",0
"HHS Region 8","Season peak percentage","Bin","percent","1.8","1.9",0
"HHS Region 8","Season peak percentage","Bin","percent","1.9","2",0
"HHS Region 8","Season peak percentage","Bin","percent","2","2.1",0
"HHS Region 8","Season peak percentage","Bin","percent","2.1","2.2",0
"HHS Region 8","Season peak percentage","Bin","percent","2.2","2.3",0
"HHS Region 8","Season peak percentage","Bin","percent","2.3","2.4",0
"HHS Region 8","Season peak percentage","Bin","percent","2.4","2.5",0
"HHS Region 8","Season peak percentage","Bin","percent","2.5","2.6",0
"HHS Region 8","Season peak percentage","Bin","percent","2.6","2.7",0
"HHS Region 8","Season peak percentage","Bin","percent","2.7","2.8",0
"HHS Region 8","Season peak percentage","Bin","percent","2.8","2.9",0.8643
"HHS Region 8","Season peak percentage","Bin","percent","2.9","3",0.0154
"HHS Region 8","Season peak percentage","Bin","percent","3","3.1",0.0146
"HHS Region 8","Season peak percentage","Bin","percent","3.1","3.2",0.0119
"HHS Region 8","Season peak percentage","Bin","percent","3.2","3.3",0.0111
"HHS Region 8","Season peak percentage","Bin","percent","3.3","3.4",0.0101
"HHS Region 8","Season peak percentage","Bin","percent","3.4","3.5",0.0079
"HHS Region 8","Season peak percentage","Bin","percent","3.5","3.6",0.0066
"HHS Region 8","Season peak percentage","Bin","percent","3.6","3.7",0.0057
"HHS Region 8","Season peak percentage","Bin","percent","3.7","3.8",0.0052
"HHS Region 8","Season peak percentage","Bin","percent","3.8","3.9",0.0042
"HHS Region 8","Season peak percentage","Bin","percent","3.9","4",0.0047
"HHS Region 8","Season peak percentage","Bin","percent","4","4.1",0.0037
"HHS Region 8","Season peak percentage","Bin","percent","4.1","4.2",0.0026
"HHS Region 8","Season peak percentage","Bin","percent","4.2","4.3",0.0028
"HHS Region 8","Season peak percentage","Bin","percent","4.3","4.4",0.0023
"HHS Region 8","Season peak percentage","Bin","percent","4.4","4.5",0.0025
"HHS Region 8","Season peak percentage","Bin","percent","4.5","4.6",0.0033
"HHS Region 8","Season peak percentage","Bin","percent","4.6","4.7",0.0015
"HHS Region 8","Season peak percentage","Bin","percent","4.7","4.8",0.0024
"HHS Region 8","Season peak percentage","Bin","percent","4.8","4.9",0.0015
"HHS Region 8","Season peak percentage","Bin","percent","4.9","5",0.0013
"HHS Region 8","Season peak percentage","Bin","percent","5","5.1",0.0014
"HHS Region 8","Season peak percentage","Bin","percent","5.1","5.2",0.000900000000000001
"HHS Region 8","Season peak percentage","Bin","percent","5.2","5.3",8e-04
"HHS Region 8","Season peak percentage","Bin","percent","5.3","5.4",5e-04
"HHS Region 8","Season peak percentage","Bin","percent","5.4","5.5",0.0011
"HHS Region 8","Season peak percentage","Bin","percent","5.5","5.6",5e-04
"HHS Region 8","Season peak percentage","Bin","percent","5.6","5.7",8e-04
"HHS Region 8","Season peak percentage","Bin","percent","5.7","5.8",6e-04
"HHS Region 8","Season peak percentage","Bin","percent","5.8","5.9",0.000900000000000001
"HHS Region 8","Season peak percentage","Bin","percent","5.9","6",2e-04
"HHS Region 8","Season peak percentage","Bin","percent","6","6.1",2e-04
"HHS Region 8","Season peak percentage","Bin","percent","6.1","6.2",4e-04
"HHS Region 8","Season peak percentage","Bin","percent","6.2","6.3",4e-04
"HHS Region 8","Season peak percentage","Bin","percent","6.3","6.4",2e-04
"HHS Region 8","Season peak percentage","Bin","percent","6.4","6.5",1e-04
"HHS Region 8","Season peak percentage","Bin","percent","6.5","6.6",5e-04
"HHS Region 8","Season peak percentage","Bin","percent","6.6","6.7",0
"HHS Region 8","Season peak percentage","Bin","percent","6.7","6.8",0
"HHS Region 8","Season peak percentage","Bin","percent","6.8","6.9",1e-04
"HHS Region 8","Season peak percentage","Bin","percent","6.9","7",1e-04
"HHS Region 8","Season peak percentage","Bin","percent","7","7.1",4e-04
"HHS Region 8","Season peak percentage","Bin","percent","7.1","7.2",4e-04
"HHS Region 8","Season peak percentage","Bin","percent","7.2","7.3",0
"HHS Region 8","Season peak percentage","Bin","percent","7.3","7.4",2e-04
"HHS Region 8","Season peak percentage","Bin","percent","7.4","7.5",1e-04
"HHS Region 8","Season peak percentage","Bin","percent","7.5","7.6",6e-04
"HHS Region 8","Season peak percentage","Bin","percent","7.6","7.7",3e-04
"HHS Region 8","Season peak percentage","Bin","percent","7.7","7.8",2e-04
"HHS Region 8","Season peak percentage","Bin","percent","7.8","7.9",2e-04
"HHS Region 8","Season peak percentage","Bin","percent","7.9","8",3e-04
"HHS Region 8","Season peak percentage","Bin","percent","8","8.1",0
"HHS Region 8","Season peak percentage","Bin","percent","8.1","8.2",2e-04
"HHS Region 8","Season peak percentage","Bin","percent","8.2","8.3",0
"HHS Region 8","Season peak percentage","Bin","percent","8.3","8.4",0
"HHS Region 8","Season peak percentage","Bin","percent","8.4","8.5",0
"HHS Region 8","Season peak percentage","Bin","percent","8.5","8.6",0
"HHS Region 8","Season peak percentage","Bin","percent","8.6","8.7",2e-04
"HHS Region 8","Season peak percentage","Bin","percent","8.7","8.8",0
"HHS Region 8","Season peak percentage","Bin","percent","8.8","8.9",0
"HHS Region 8","Season peak percentage","Bin","percent","8.9","9",2e-04
"HHS Region 8","Season peak percentage","Bin","percent","9","9.1",0
"HHS Region 8","Season peak percentage","Bin","percent","9.1","9.2",1e-04
"HHS Region 8","Season peak percentage","Bin","percent","9.2","9.3",0
"HHS Region 8","Season peak percentage","Bin","percent","9.3","9.4",2e-04
"HHS Region 8","Season peak percentage","Bin","percent","9.4","9.5",1e-04
"HHS Region 8","Season peak percentage","Bin","percent","9.5","9.6",0
"HHS Region 8","Season peak percentage","Bin","percent","9.6","9.7",0
"HHS Region 8","Season peak percentage","Bin","percent","9.7","9.8",0
"HHS Region 8","Season peak percentage","Bin","percent","9.8","9.9",0
"HHS Region 8","Season peak percentage","Bin","percent","9.9","10",1e-04
"HHS Region 8","Season peak percentage","Bin","percent","10","10.1",0
"HHS Region 8","Season peak percentage","Bin","percent","10.1","10.2",0
"HHS Region 8","Season peak percentage","Bin","percent","10.2","10.3",0
"HHS Region 8","Season peak percentage","Bin","percent","10.3","10.4",1e-04
"HHS Region 8","Season peak percentage","Bin","percent","10.4","10.5",0
"HHS Region 8","Season peak percentage","Bin","percent","10.5","10.6",0
"HHS Region 8","Season peak percentage","Bin","percent","10.6","10.7",0
"HHS Region 8","Season peak percentage","Bin","percent","10.7","10.8",0
"HHS Region 8","Season peak percentage","Bin","percent","10.8","10.9",0
"HHS Region 8","Season peak percentage","Bin","percent","10.9","11",0
"HHS Region 8","Season peak percentage","Bin","percent","11","11.1",0
"HHS Region 8","Season peak percentage","Bin","percent","11.1","11.2",0
"HHS Region 8","Season peak percentage","Bin","percent","11.2","11.3",0
"HHS Region 8","Season peak percentage","Bin","percent","11.3","11.4",0
"HHS Region 8","Season peak percentage","Bin","percent","11.4","11.5",0
"HHS Region 8","Season peak percentage","Bin","percent","11.5","11.6",0
"HHS Region 8","Season peak percentage","Bin","percent","11.6","11.7",0
"HHS Region 8","Season peak percentage","Bin","percent","11.7","11.8",0
"HHS Region 8","Season peak percentage","Bin","percent","11.8","11.9",0
"HHS Region 8","Season peak percentage","Bin","percent","11.9","12",0
"HHS Region 8","Season peak percentage","Bin","percent","12","12.1",1e-04
"HHS Region 8","Season peak percentage","Bin","percent","12.1","12.2",0
"HHS Region 8","Season peak percentage","Bin","percent","12.2","12.3",0
"HHS Region 8","Season peak percentage","Bin","percent","12.3","12.4",0
"HHS Region 8","Season peak percentage","Bin","percent","12.4","12.5",1e-04
"HHS Region 8","Season peak percentage","Bin","percent","12.5","12.6",0
"HHS Region 8","Season peak percentage","Bin","percent","12.6","12.7",0
"HHS Region 8","Season peak percentage","Bin","percent","12.7","12.8",0
"HHS Region 8","Season peak percentage","Bin","percent","12.8","12.9",0
"HHS Region 8","Season peak percentage","Bin","percent","12.9","13",0
"HHS Region 8","Season peak percentage","Bin","percent","13","100",6e-04
"HHS Region 8","1 wk ahead","Point","percent",NA,NA,1.6
"HHS Region 8","1 wk ahead","Bin","percent","0","0.1",0
"HHS Region 8","1 wk ahead","Bin","percent","0.1","0.2",0
"HHS Region 8","1 wk ahead","Bin","percent","0.2","0.3",0
"HHS Region 8","1 wk ahead","Bin","percent","0.3","0.4",9.99999999999999e-05
"HHS Region 8","1 wk ahead","Bin","percent","0.4","0.5",0
"HHS Region 8","1 wk ahead","Bin","percent","0.5","0.6",9.99999999999999e-05
"HHS Region 8","1 wk ahead","Bin","percent","0.6","0.7",0.0011
"HHS Region 8","1 wk ahead","Bin","percent","0.7","0.8",0.0041
"HHS Region 8","1 wk ahead","Bin","percent","0.8","0.9",0.0095
"HHS Region 8","1 wk ahead","Bin","percent","0.9","1",0.0182
"HHS Region 8","1 wk ahead","Bin","percent","1","1.1",0.0338
"HHS Region 8","1 wk ahead","Bin","percent","1.1","1.2",0.0484
"HHS Region 8","1 wk ahead","Bin","percent","1.2","1.3",0.0603
"HHS Region 8","1 wk ahead","Bin","percent","1.3","1.4",0.0771
"HHS Region 8","1 wk ahead","Bin","percent","1.4","1.5",0.085
"HHS Region 8","1 wk ahead","Bin","percent","1.5","1.6",0.0827
"HHS Region 8","1 wk ahead","Bin","percent","1.6","1.7",0.0856
"HHS Region 8","1 wk ahead","Bin","percent","1.7","1.8",0.0803
"HHS Region 8","1 wk ahead","Bin","percent","1.8","1.9",0.0729
"HHS Region 8","1 wk ahead","Bin","percent","1.9","2",0.0625
"HHS Region 8","1 wk ahead","Bin","percent","2","2.1",0.051
"HHS Region 8","1 wk ahead","Bin","percent","2.1","2.2",0.0448
"HHS Region 8","1 wk ahead","Bin","percent","2.2","2.3",0.0367
"HHS Region 8","1 wk ahead","Bin","percent","2.3","2.4",0.0287
"HHS Region 8","1 wk ahead","Bin","percent","2.4","2.5",0.0263
"HHS Region 8","1 wk ahead","Bin","percent","2.5","2.6",0.0205
"HHS Region 8","1 wk ahead","Bin","percent","2.6","2.7",0.0159
"HHS Region 8","1 wk ahead","Bin","percent","2.7","2.8",0.0119
"HHS Region 8","1 wk ahead","Bin","percent","2.8","2.9",0.0087
"HHS Region 8","1 wk ahead","Bin","percent","2.9","3",0.0084
"HHS Region 8","1 wk ahead","Bin","percent","3","3.1",0.0052
"HHS Region 8","1 wk ahead","Bin","percent","3.1","3.2",0.0043
"HHS Region 8","1 wk ahead","Bin","percent","3.2","3.3",0.0029
"HHS Region 8","1 wk ahead","Bin","percent","3.3","3.4",0.0039
"HHS Region 8","1 wk ahead","Bin","percent","3.4","3.5",0.002
"HHS Region 8","1 wk ahead","Bin","percent","3.5","3.6",0.0016
"HHS Region 8","1 wk ahead","Bin","percent","3.6","3.7",0.0017
"HHS Region 8","1 wk ahead","Bin","percent","3.7","3.8",8e-04
"HHS Region 8","1 wk ahead","Bin","percent","3.8","3.9",7e-04
"HHS Region 8","1 wk ahead","Bin","percent","3.9","4",3e-04
"HHS Region 8","1 wk ahead","Bin","percent","4","4.1",6e-04
"HHS Region 8","1 wk ahead","Bin","percent","4.1","4.2",4e-04
"HHS Region 8","1 wk ahead","Bin","percent","4.2","4.3",2e-04
"HHS Region 8","1 wk ahead","Bin","percent","4.3","4.4",2e-04
"HHS Region 8","1 wk ahead","Bin","percent","4.4","4.5",9.99999999999999e-05
"HHS Region 8","1 wk ahead","Bin","percent","4.5","4.6",2e-04
"HHS Region 8","1 wk ahead","Bin","percent","4.6","4.7",0
"HHS Region 8","1 wk ahead","Bin","percent","4.7","4.8",0
"HHS Region 8","1 wk ahead","Bin","percent","4.8","4.9",9.99999999999999e-05
"HHS Region 8","1 wk ahead","Bin","percent","4.9","5",9.99999999999999e-05
"HHS Region 8","1 wk ahead","Bin","percent","5","5.1",9.99999999999999e-05
"HHS Region 8","1 wk ahead","Bin","percent","5.1","5.2",0
"HHS Region 8","1 wk ahead","Bin","percent","5.2","5.3",0
"HHS Region 8","1 wk ahead","Bin","percent","5.3","5.4",0
"HHS Region 8","1 wk ahead","Bin","percent","5.4","5.5",0
"HHS Region 8","1 wk ahead","Bin","percent","5.5","5.6",0
"HHS Region 8","1 wk ahead","Bin","percent","5.6","5.7",0
"HHS Region 8","1 wk ahead","Bin","percent","5.7","5.8",0
"HHS Region 8","1 wk ahead","Bin","percent","5.8","5.9",0
"HHS Region 8","1 wk ahead","Bin","percent","5.9","6",0
"HHS Region 8","1 wk ahead","Bin","percent","6","6.1",0
"HHS Region 8","1 wk ahead","Bin","percent","6.1","6.2",0
"HHS Region 8","1 wk ahead","Bin","percent","6.2","6.3",0
"HHS Region 8","1 wk ahead","Bin","percent","6.3","6.4",0
"HHS Region 8","1 wk ahead","Bin","percent","6.4","6.5",0
"HHS Region 8","1 wk ahead","Bin","percent","6.5","6.6",0
"HHS Region 8","1 wk ahead","Bin","percent","6.6","6.7",0
"HHS Region 8","1 wk ahead","Bin","percent","6.7","6.8",0
"HHS Region 8","1 wk ahead","Bin","percent","6.8","6.9",0
"HHS Region 8","1 wk ahead","Bin","percent","6.9","7",0
"HHS Region 8","1 wk ahead","Bin","percent","7","7.1",0
"HHS Region 8","1 wk ahead","Bin","percent","7.1","7.2",0
"HHS Region 8","1 wk ahead","Bin","percent","7.2","7.3",0
"HHS Region 8","1 wk ahead","Bin","percent","7.3","7.4",0
"HHS Region 8","1 wk ahead","Bin","percent","7.4","7.5",0
"HHS Region 8","1 wk ahead","Bin","percent","7.5","7.6",0
"HHS Region 8","1 wk ahead","Bin","percent","7.6","7.7",0
"HHS Region 8","1 wk ahead","Bin","percent","7.7","7.8",0
"HHS Region 8","1 wk ahead","Bin","percent","7.8","7.9",0
"HHS Region 8","1 wk ahead","Bin","percent","7.9","8",0
"HHS Region 8","1 wk ahead","Bin","percent","8","8.1",0
"HHS Region 8","1 wk ahead","Bin","percent","8.1","8.2",0
"HHS Region 8","1 wk ahead","Bin","percent","8.2","8.3",0
"HHS Region 8","1 wk ahead","Bin","percent","8.3","8.4",0
"HHS Region 8","1 wk ahead","Bin","percent","8.4","8.5",0
"HHS Region 8","1 wk ahead","Bin","percent","8.5","8.6",0
"HHS Region 8","1 wk ahead","Bin","percent","8.6","8.7",0
"HHS Region 8","1 wk ahead","Bin","percent","8.7","8.8",0
"HHS Region 8","1 wk ahead","Bin","percent","8.8","8.9",0
"HHS Region 8","1 wk ahead","Bin","percent","8.9","9",0
"HHS Region 8","1 wk ahead","Bin","percent","9","9.1",0
"HHS Region 8","1 wk ahead","Bin","percent","9.1","9.2",0
"HHS Region 8","1 wk ahead","Bin","percent","9.2","9.3",0
"HHS Region 8","1 wk ahead","Bin","percent","9.3","9.4",0
"HHS Region 8","1 wk ahead","Bin","percent","9.4","9.5",0
"HHS Region 8","1 wk ahead","Bin","percent","9.5","9.6",0
"HHS Region 8","1 wk ahead","Bin","percent","9.6","9.7",0
"HHS Region 8","1 wk ahead","Bin","percent","9.7","9.8",0
"HHS Region 8","1 wk ahead","Bin","percent","9.8","9.9",0
"HHS Region 8","1 wk ahead","Bin","percent","9.9","10",0
"HHS Region 8","1 wk ahead","Bin","percent","10","10.1",0
"HHS Region 8","1 wk ahead","Bin","percent","10.1","10.2",0
"HHS Region 8","1 wk ahead","Bin","percent","10.2","10.3",0
"HHS Region 8","1 wk ahead","Bin","percent","10.3","10.4",0
"HHS Region 8","1 wk ahead","Bin","percent","10.4","10.5",0
"HHS Region 8","1 wk ahead","Bin","percent","10.5","10.6",0
"HHS Region 8","1 wk ahead","Bin","percent","10.6","10.7",0
"HHS Region 8","1 wk ahead","Bin","percent","10.7","10.8",0
"HHS Region 8","1 wk ahead","Bin","percent","10.8","10.9",0
"HHS Region 8","1 wk ahead","Bin","percent","10.9","11",0
"HHS Region 8","1 wk ahead","Bin","percent","11","11.1",0
"HHS Region 8","1 wk ahead","Bin","percent","11.1","11.2",0
"HHS Region 8","1 wk ahead","Bin","percent","11.2","11.3",0
"HHS Region 8","1 wk ahead","Bin","percent","11.3","11.4",0
"HHS Region 8","1 wk ahead","Bin","percent","11.4","11.5",0
"HHS Region 8","1 wk ahead","Bin","percent","11.5","11.6",0
"HHS Region 8","1 wk ahead","Bin","percent","11.6","11.7",0
"HHS Region 8","1 wk ahead","Bin","percent","11.7","11.8",0
"HHS Region 8","1 wk ahead","Bin","percent","11.8","11.9",0
"HHS Region 8","1 wk ahead","Bin","percent","11.9","12",0
"HHS Region 8","1 wk ahead","Bin","percent","12","12.1",0
"HHS Region 8","1 wk ahead","Bin","percent","12.1","12.2",0
"HHS Region 8","1 wk ahead","Bin","percent","12.2","12.3",0
"HHS Region 8","1 wk ahead","Bin","percent","12.3","12.4",0
"HHS Region 8","1 wk ahead","Bin","percent","12.4","12.5",0
"HHS Region 8","1 wk ahead","Bin","percent","12.5","12.6",0
"HHS Region 8","1 wk ahead","Bin","percent","12.6","12.7",0
"HHS Region 8","1 wk ahead","Bin","percent","12.7","12.8",0
"HHS Region 8","1 wk ahead","Bin","percent","12.8","12.9",0
"HHS Region 8","1 wk ahead","Bin","percent","12.9","13",0
"HHS Region 8","1 wk ahead","Bin","percent","13","100",0
"HHS Region 8","2 wk ahead","Point","percent",NA,NA,1.3
"HHS Region 8","2 wk ahead","Bin","percent","0","0.1",0
"HHS Region 8","2 wk ahead","Bin","percent","0.1","0.2",0
"HHS Region 8","2 wk ahead","Bin","percent","0.2","0.3",4e-04
"HHS Region 8","2 wk ahead","Bin","percent","0.3","0.4",0.001
"HHS Region 8","2 wk ahead","Bin","percent","0.4","0.5",0.0045
"HHS Region 8","2 wk ahead","Bin","percent","0.5","0.6",0.0105
"HHS Region 8","2 wk ahead","Bin","percent","0.6","0.7",0.0244
"HHS Region 8","2 wk ahead","Bin","percent","0.7","0.8",0.0395
"HHS Region 8","2 wk ahead","Bin","percent","0.8","0.9",0.0529
"HHS Region 8","2 wk ahead","Bin","percent","0.9","1",0.0671
"HHS Region 8","2 wk ahead","Bin","percent","1","1.1",0.0797
"HHS Region 8","2 wk ahead","Bin","percent","1.1","1.2",0.0793
"HHS Region 8","2 wk ahead","Bin","percent","1.2","1.3",0.0795
"HHS Region 8","2 wk ahead","Bin","percent","1.3","1.4",0.0752
"HHS Region 8","2 wk ahead","Bin","percent","1.4","1.5",0.0757
"HHS Region 8","2 wk ahead","Bin","percent","1.5","1.6",0.0631
"HHS Region 8","2 wk ahead","Bin","percent","1.6","1.7",0.0549
"HHS Region 8","2 wk ahead","Bin","percent","1.7","1.8",0.0468
"HHS Region 8","2 wk ahead","Bin","percent","1.8","1.9",0.0424
"HHS Region 8","2 wk ahead","Bin","percent","1.9","2",0.0326
"HHS Region 8","2 wk ahead","Bin","percent","2","2.1",0.0301
"HHS Region 8","2 wk ahead","Bin","percent","2.1","2.2",0.0262
"HHS Region 8","2 wk ahead","Bin","percent","2.2","2.3",0.0179
"HHS Region 8","2 wk ahead","Bin","percent","2.3","2.4",0.0182
"HHS Region 8","2 wk ahead","Bin","percent","2.4","2.5",0.0141
"HHS Region 8","2 wk ahead","Bin","percent","2.5","2.6",0.0119
"HHS Region 8","2 wk ahead","Bin","percent","2.6","2.7",0.009
"HHS Region 8","2 wk ahead","Bin","percent","2.7","2.8",0.0085
"HHS Region 8","2 wk ahead","Bin","percent","2.8","2.9",0.0065
"HHS Region 8","2 wk ahead","Bin","percent","2.9","3",0.0053
"HHS Region 8","2 wk ahead","Bin","percent","3","3.1",0.0036
"HHS Region 8","2 wk ahead","Bin","percent","3.1","3.2",0.004
"HHS Region 8","2 wk ahead","Bin","percent","3.2","3.3",0.0026
"HHS Region 8","2 wk ahead","Bin","percent","3.3","3.4",0.0024
"HHS Region 8","2 wk ahead","Bin","percent","3.4","3.5",0.0015
"HHS Region 8","2 wk ahead","Bin","percent","3.5","3.6",0.0019
"HHS Region 8","2 wk ahead","Bin","percent","3.6","3.7",0.0019
"HHS Region 8","2 wk ahead","Bin","percent","3.7","3.8",0.000900000000000001
"HHS Region 8","2 wk ahead","Bin","percent","3.8","3.9",3e-04
"HHS Region 8","2 wk ahead","Bin","percent","3.9","4",4e-04
"HHS Region 8","2 wk ahead","Bin","percent","4","4.1",4e-04
"HHS Region 8","2 wk ahead","Bin","percent","4.1","4.2",3e-04
"HHS Region 8","2 wk ahead","Bin","percent","4.2","4.3",5e-04
"HHS Region 8","2 wk ahead","Bin","percent","4.3","4.4",4e-04
"HHS Region 8","2 wk ahead","Bin","percent","4.4","4.5",2e-04
"HHS Region 8","2 wk ahead","Bin","percent","4.5","4.6",3e-04
"HHS Region 8","2 wk ahead","Bin","percent","4.6","4.7",2e-04
"HHS Region 8","2 wk ahead","Bin","percent","4.7","4.8",3e-04
"HHS Region 8","2 wk ahead","Bin","percent","4.8","4.9",1e-04
"HHS Region 8","2 wk ahead","Bin","percent","4.9","5",0
"HHS Region 8","2 wk ahead","Bin","percent","5","5.1",1e-04
"HHS Region 8","2 wk ahead","Bin","percent","5.1","5.2",1e-04
"HHS Region 8","2 wk ahead","Bin","percent","5.2","5.3",0
"HHS Region 8","2 wk ahead","Bin","percent","5.3","5.4",0
"HHS Region 8","2 wk ahead","Bin","percent","5.4","5.5",0
"HHS Region 8","2 wk ahead","Bin","percent","5.5","5.6",0
"HHS Region 8","2 wk ahead","Bin","percent","5.6","5.7",0
"HHS Region 8","2 wk ahead","Bin","percent","5.7","5.8",1e-04
"HHS Region 8","2 wk ahead","Bin","percent","5.8","5.9",0
"HHS Region 8","2 wk ahead","Bin","percent","5.9","6",0
"HHS Region 8","2 wk ahead","Bin","percent","6","6.1",0
"HHS Region 8","2 wk ahead","Bin","percent","6.1","6.2",0
"HHS Region 8","2 wk ahead","Bin","percent","6.2","6.3",0
"HHS Region 8","2 wk ahead","Bin","percent","6.3","6.4",0
"HHS Region 8","2 wk ahead","Bin","percent","6.4","6.5",1e-04
"HHS Region 8","2 wk ahead","Bin","percent","6.5","6.6",0
"HHS Region 8","2 wk ahead","Bin","percent","6.6","6.7",0
"HHS Region 8","2 wk ahead","Bin","percent","6.7","6.8",0
"HHS Region 8","2 wk ahead","Bin","percent","6.8","6.9",0
"HHS Region 8","2 wk ahead","Bin","percent","6.9","7",1e-04
"HHS Region 8","2 wk ahead","Bin","percent","7","7.1",0
"HHS Region 8","2 wk ahead","Bin","percent","7.1","7.2",0
"HHS Region 8","2 wk ahead","Bin","percent","7.2","7.3",0
"HHS Region 8","2 wk ahead","Bin","percent","7.3","7.4",0
"HHS Region 8","2 wk ahead","Bin","percent","7.4","7.5",0
"HHS Region 8","2 wk ahead","Bin","percent","7.5","7.6",0
"HHS Region 8","2 wk ahead","Bin","percent","7.6","7.7",0
"HHS Region 8","2 wk ahead","Bin","percent","7.7","7.8",0
"HHS Region 8","2 wk ahead","Bin","percent","7.8","7.9",0
